20	
8	
20	
21	
20	
25	
31	
34	
10	
33	
27	
31	
6	
2	
22	
18	
34	
12	
5	
28	
28	
15	
7	
32	
26	
0	
15	
23	
26	
32	
30	
21	
15	
18	
21	
20	
30	
27	
24	
20	
18	
6	
6	
13	
28	
1	
16	
6	
31	
14	
18	
4	
22	
16	
5	
14	
17	
9	
35	
33	
0	
11	
2	
25	
2	
14	
1	
57	
10	
16	
24	
11	
24	
11	
21	
35	
8	
19	
5	
8	
3	
30	
1	
35	
9	
15	
22	
7	
33	
22	
26	
20	
17	
5	
13	
22	
4	
14	
25	
25	
34	
20	
7	
10	
29	
20	
4	
29	
23	
32	
26	
30	
36	
27	
29	
1	
1	
15	
1	
11	
36	
7	
78	
17	
33	
26	
3	
8	
2	
16	
14	
3	
28	
11	
31	
24	
19	
26	
27	
20	
20	
36	
28	
5	
33	
30	
0	
13	
6	
12	
9	
1	
25	
31	
16	
20	
36	
34	
11	
28	
22	
13	
35	
	
